w,precision,time
0,0.7860696517412935,76.54159164428711
0.01,0.7873134328358209,90.19502568244934
0.05,0.8233830845771144,196.59984946250916
0.1,0.845771144278607,300.76665711402893
0.2,0.8656716417910447,494.15301847457886
0.5,0.8383084577114428,882.223356962204
1,0.8208955223880597,1054.2730798721313
